x,y,z,xm,ym,zm
59.0,76.5,0,20.099999999999998,-46.35,78.408
59.0,77.0,0,21.15,-45.449999999999996,79.134
59.0,77.5,0,23.25,-45.0,80.586
59.0,78.0,0,24.3,-44.55,81.312
59.0,78.5,0,25.95,-43.35,81.79599999999999
59.0,79.0,0,27.15,-43.199999999999996,83.49
59.0,79.5,0,28.5,-42.3,83.732
59.0,80.0,0,30.299999999999997,-42.15,85.184
59.0,80.5,0,30.9,-41.4,85.184
59.0,81.0,0,32.55,-40.5,85.184
59.0,81.5,0,32.699999999999996,-40.05,85.426
59.0,82.0,0,34.199999999999996,-39.75,86.39399999999999
59.0,82.5,0,35.1,-39.6,86.636
59.0,83.0,0,35.85,-39.449999999999996,87.12
59.0,83.5,0,36.6,-38.55,87.362
59.0,84.0,0,37.8,-38.25,87.846
59.0,84.5,0,38.699999999999996,-37.65,88.33
59.0,85.0,0,39.3,-37.35,88.088
59.0,85.5,0,39.9,-37.199999999999996,88.572
59.0,86.0,0,40.65,-36.449999999999996,88.33
59.0,86.5,0,41.1,-36.15,88.088
59.5,37.0,0,-8.85,-2.85,90.75
59.5,37.5,0,-8.85,-2.4,90.508
59.5,38.0,0,-8.25,-1.95,89.782
59.5,38.5,0,-9.15,-1.7999999999999998,89.056
59.5,39.0,0,-8.7,-0.44999999999999996,88.814
59.5,39.5,0,-9.0,0.15,88.088
59.5,40.0,0,-9.9,0.75,87.12
59.5,40.5,0,-10.049999999999999,1.65,87.12
59.5,41.0,0,-10.2,2.25,85.91
59.5,41.5,0,-11.25,2.85,85.426
59.5,42.0,0,-10.95,3.9,84.942
59.5,42.5,0,-11.85,4.5,83.974
59.5,43.0,0,-12.0,5.1,82.52199999999999
59.5,43.5,0,-13.2,6.0,81.312
59.5,44.0,0,-14.1,7.05,80.102
59.5,44.5,0,-15.0,8.1,79.618
59.5,45.0,0,-16.05,8.549999999999999,77.682
59.5,45.5,0,-17.7,9.9,76.23
59.5,46.0,0,-18.9,10.799999999999999,75.02
59.5,46.5,0,-20.4,11.4,73.568
59.5,47.0,0,-22.2,12.75,71.874
59.5,47.5,0,-24.3,13.65,69.938
59.5,48.0,0,-26.55,14.85,68.486
59.5,48.5,0,-28.799999999999997,15.299999999999999,67.276
59.5,49.0,0,-31.799999999999997,16.65,65.098
59.5,49.5,0,-34.8,17.099999999999998,62.436
59.5,50.0,0,-37.8,18.0,60.983999999999995
59.5,50.5,0,-41.4,18.45,58.806
59.5,51.0,0,-44.85,18.599999999999998,57.111999999999995
59.5,51.5,0,-48.3,19.2,55.418
59.5,52.0,0,-52.8,19.2,53.724
59.5,52.5,0,-57.449999999999996,19.349999999999998,52.03
59.5,53.0,0,-61.5,19.349999999999998,49.852
59.5,53.5,0,-66.45,18.45,48.4
59.5,54.0,0,-70.95,18.15,47.19
59.5,54.5,0,-75.75,16.65,45.495999999999995
59.5,55.0,0,-80.85,15.0,44.528
59.5,55.5,0,-85.35,12.9,43.318
59.5,56.0,0,-90.3,10.95,42.35
59.5,56.5,0,-94.5,7.6499999999999995,40.897999999999996
59.5,57.0,0,-98.25,4.05,40.414
59.5,57.5,0,-101.25,1.05,38.72
59.5,58.0,0,-104.25,-3.15,38.478
59.5,58.5,0,-106.64999999999999,-7.35,38.478
59.5,59.0,0,-108.3,-11.7,38.236
59.5,59.5,0,-108.89999999999999,-16.65,37.025999999999996
59.5,60.0,0,-109.64999999999999,-21.75,37.025999999999996
59.5,60.5,0,-108.75,-26.099999999999998,37.025999999999996
59.5,61.0,0,-107.55,-30.45,36.3
59.5,61.5,0,-105.45,-35.4,37.025999999999996
59.5,62.0,0,-102.0,-39.449999999999996,36.3
59.5,62.5,0,-98.55,-43.949999999999996,37.268
59.5,63.0,0,-95.25,-47.55,37.994
59.5,63.5,0,-90.14999999999999,-51.0,38.478
59.5,64.0,0,-85.64999999999999,-53.4,39.204
59.5,64.5,0,-80.25,-56.699999999999996,39.688
59.5,65.0,0,-74.55,-58.65,40.897999999999996
59.5,65.5,0,-69.0,-60.15,41.866
59.5,66.0,0,-63.449999999999996,-61.5,42.833999999999996
59.5,66.5,0,-57.449999999999996,-61.949999999999996,43.802
59.5,67.0,0,-51.6,-62.55,45.012
59.5,67.5,0,-46.35,-62.849999999999994,46.948
59.5,68.0,0,-40.05,-62.699999999999996,48.884
59.5,68.5,0,-35.1,-62.55,50.336
59.5,69.0,0,-29.849999999999998,-62.099999999999994,51.788
59.5,69.5,0,-25.05,-61.199999999999996,53.482
59.5,70.0,0,-20.7,-60.599999999999994,54.692
59.5,70.5,0,-15.899999999999999,-59.4,56.87
59.5,71.0,0,-11.85,-58.65,59.048
59.5,71.5,0,-8.4,-57.449999999999996,60.016
59.5,72.0,0,-4.6499999999999995,-56.85,61.71
59.5,72.5,0,-1.3499999999999999,-55.5,64.372
59.5,73.0,0,2.1,-54.9,65.824
59.5,73.5,0,4.95,-53.699999999999996,67.75999999999999
59.5,74.0,0,7.8,-52.5,68.97
59.5,74.5,0,10.2,-51.75,70.90599999999999
59.5,75.0,0,12.6,-50.699999999999996,72.6
59.5,75.5,0,14.85,-49.8,73.568
59.5,76.0,0,16.8,-48.9,75.262
59.5,76.5,0,18.9,-47.85,76.956
59.5,77.0,0,20.55,-47.25,77.682
59.5,77.5,0,21.9,-46.199999999999996,78.166
59.5,78.0,0,23.849999999999998,-45.449999999999996,79.86
59.5,78.5,0,25.349999999999998,-44.85,81.07
59.5,79.0,0,26.55,-44.1,81.79599999999999
59.5,79.5,0,28.349999999999998,-43.199999999999996,82.52199999999999
59.5,80.0,0,29.549999999999997,-42.6,83.732
59.5,80.5,0,30.599999999999998,-42.15,84.216
59.5,81.0,0,31.799999999999997,-41.4,84.216
59.5,81.5,0,32.55,-41.1,85.184
59.5,82.0,0,33.9,-40.199999999999996,85.91
59.5,82.5,0,35.25,-39.9,85.66799999999999
59.5,83.0,0,35.55,-39.449999999999996,86.878
59.5,83.5,0,36.75,-39.0,87.12
59.5,84.0,0,37.8,-38.699999999999996,87.12
59.5,84.5,0,38.4,-38.1,87.604
59.5,85.0,0,38.85,-37.8,87.362
59.5,85.5,0,39.449999999999996,-36.9,87.362
59.5,86.0,0,40.8,-36.9,87.604
59.5,86.5,0,41.25,-36.3,88.572
60.0,37.0,0,-8.7,-2.4,90.26599999999999
60.0,37.5,0,-9.15,-1.7999999999999998,89.53999999999999
60.0,38.0,0,-9.0,-1.5,89.53999999999999
60.0,38.5,0,-9.15,-1.05,88.572
60.0,39.0,0,-9.299999999999999,-0.44999999999999996,88.572
60.0,39.5,0,-9.299999999999999,0.15,87.12
60.0,40.0,0,-9.75,1.3499999999999999,86.636
60.0,40.5,0,-10.2,2.25,85.91
60.0,41.0,0,-10.5,3.3,85.66799999999999
60.0,41.5,0,-10.95,3.5999999999999996,84.942
60.0,42.0,0,-11.85,4.6499999999999995,83.732
60.0,42.5,0,-12.45,5.55,82.764
60.0,43.0,0,-13.35,6.75,81.312
60.0,43.5,0,-13.95,7.5,80.344
60.0,44.0,0,-14.549999999999999,8.4,78.408
60.0,44.5,0,-15.75,9.15,78.166
60.0,45.0,0,-17.25,10.35,76.23
60.0,45.5,0,-18.75,10.95,75.02
60.0,46.0,0,-20.55,12.45,73.568
60.0,46.5,0,-22.05,13.5,71.632
60.0,47.0,0,-23.849999999999998,14.549999999999999,69.938
60.0,47.5,0,-25.8,15.75,68.002
60.0,48.0,0,-28.65,16.95,65.824
60.0,48.5,0,-31.349999999999998,18.15,63.888
60.0,49.0,0,-34.35,19.5,62.436
60.0,49.5,0,-37.35,20.55,59.774
60.0,50.0,0,-40.8,21.3,57.354
60.0,50.5,0,-44.4,22.05,55.176
60.0,51.0,0,-49.05,22.65,54.208
60.0,51.5,0,-53.25,23.099999999999998,51.304
60.0,52.0,0,-58.5,23.849999999999998,50.336
60.0,52.5,0,-63.599999999999994,24.0,48.158
60.0,53.0,0,-68.7,24.0,46.464
60.0,53.5,0,-74.39999999999999,23.55,44.528
60.0,54.0,0,-80.25,22.65,42.35
60.0,54.5,0,-86.25,21.3,41.382
60.0,55.0,0,-92.1,20.099999999999998,39.93
60.0,55.5,0,-97.05,17.849999999999998,39.204
60.0,56.0,0,-102.75,15.149999999999999,37.268
60.0,56.5,0,-108.14999999999999,12.0,36.784
60.0,57.0,0,-112.95,8.25,36.058
60.0,57.5,0,-116.85,4.05,34.848
60.0,58.0,0,-121.05,-0.15,34.122
60.0,58.5,0,-123.6,-5.25,33.879999999999995
60.0,59.0,0,-125.69999999999999,-10.049999999999999,33.153999999999996
60.0,59.5,0,-126.89999999999999,-15.899999999999999,33.153999999999996
60.0,60.0,0,-127.19999999999999,-21.599999999999998,32.428
60.0,60.5,0,-126.44999999999999,-27.45,31.944
60.0,61.0,0,-124.8,-32.4,32.428
60.0,61.5,0,-122.69999999999999,-37.949999999999996,32.186
60.0,62.0,0,-119.1,-43.199999999999996,32.428
60.0,62.5,0,-115.35,-47.25,33.153999999999996
60.0,63.0,0,-110.1,-52.05,32.912
60.0,63.5,0,-105.14999999999999,-55.949999999999996,33.638
60.0,64.0,0,-99.45,-58.949999999999996,34.364
60.0,64.5,0,-93.0,-61.8,35.574
60.0,65.0,0,-86.39999999999999,-64.05,36.542
60.0,65.5,0,-79.95,-65.85,36.784
60.0,66.0,0,-73.35,-67.35,37.994
60.0,66.5,0,-66.3,-68.25,39.446
60.0,67.0,0,-59.699999999999996,-68.55,40.656
60.0,67.5,0,-53.55,-68.1,43.076
60.0,68.0,0,-46.949999999999996,-68.25,44.044
60.0,68.5,0,-40.8,-67.64999999999999,45.495999999999995
60.0,69.0,0,-34.8,-67.05,47.19
60.0,69.5,0,-29.7,-66.0,48.4
60.0,70.0,0,-24.45,-64.64999999999999,50.82
60.0,70.5,0,-19.8,-63.449999999999996,52.513999999999996
60.0,71.0,0,-15.45,-62.4,54.934
60.0,71.5,0,-10.799999999999999,-61.5,56.87
60.0,72.0,0,-6.8999999999999995,-60.449999999999996,58.564
60.0,72.5,0,-3.3,-58.8,60.742
60.0,73.0,0,0.3,-57.75,62.436
60.0,73.5,0,3.0,-56.1,64.614
60.0,74.0,0,6.1499999999999995,-54.75,66.55
60.0,74.5,0,8.7,-53.699999999999996,68.002
60.0,75.0,0,11.549999999999999,-52.5,70.17999999999999
60.0,75.5,0,14.1,-51.6,71.632
60.0,76.0,0,16.05,-50.25,73.326
60.0,76.5,0,17.7,-49.65,74.77799999999999
60.0,77.0,0,20.25,-48.6,76.23
60.0,77.5,0,22.05,-47.699999999999996,77.44
60.0,78.0,0,23.4,-47.1,78.166
60.0,78.5,0,24.75,-46.05,79.618
60.0,79.0,0,26.4,-45.3,80.586
60.0,79.5,0,27.75,-44.4,81.07
60.0,80.0,0,29.099999999999998,-43.8,82.038
60.0,80.5,0,30.75,-43.05,83.24799999999999
60.0,81.0,0,31.349999999999998,-42.449999999999996,83.49
60.0,81.5,0,32.699999999999996,-41.85,83.732
60.0,82.0,0,33.449999999999996,-41.25,84.458
60.0,82.5,0,34.35,-40.8,85.184
60.0,83.0,0,35.4,-40.199999999999996,85.66799999999999
60.0,83.5,0,36.15,-39.9,85.66799999999999
60.0,84.0,0,37.35,-39.3,85.91
60.0,84.5,0,37.949999999999996,-39.0,86.878
60.0,85.0,0,38.85,-38.4,86.636
60.0,85.5,0,39.3,-37.8,86.878
60.0,86.0,0,40.8,-37.35,86.878
60.0,86.5,0,40.949999999999996,-37.05,86.636
60.5,37.0,0,-9.299999999999999,-2.55,90.508
60.5,37.5,0,-9.45,-1.65,89.782
60.5,38.0,0,-9.299999999999999,-0.8999999999999999,89.056
60.5,38.5,0,-9.9,0.0,88.572
60.5,39.0,0,-9.45,0.3,87.604
60.5,39.5,0,-9.9,1.2,87.846
60.5,40.0,0,-10.35,1.2,86.39399999999999
60.5,40.5,0,-10.35,2.6999999999999997,85.184
60.5,41.0,0,-10.799999999999999,3.5999999999999996,84.458
60.5,41.5,0,-11.549999999999999,4.5,83.732
60.5,42.0,0,-12.0,5.3999999999999995,83.006
60.5,42.5,0,-12.9,6.3,81.79599999999999
60.5,43.0,0,-13.35,7.6499999999999995,81.07
60.5,43.5,0,-14.549999999999999,8.7,79.134
60.5,44.0,0,-15.899999999999999,9.9,77.682
60.5,44.5,0,-16.95,10.5,76.714
60.5,45.0,0,-18.3,12.299999999999999,74.536
60.5,45.5,0,-19.65,13.5,73.568
60.5,46.0,0,-21.0,14.7,71.39
60.5,46.5,0,-23.25,15.75,69.454
60.5,47.0,0,-25.8,17.099999999999998,68.486
60.5,47.5,0,-27.9,18.599999999999998,65.34
60.5,48.0,0,-30.75,19.65,63.888
60.5,48.5,0,-33.3,21.15,61.226
60.5,49.0,0,-36.75,22.65,59.532
60.5,49.5,0,-40.199999999999996,23.4,57.354
60.5,50.0,0,-44.55,24.9,54.449999999999996
60.5,50.5,0,-48.75,26.25,51.788
60.5,51.0,0,-53.4,27.3,49.852
60.5,51.5,0,-58.949999999999996,27.9,47.916
60.5,52.0,0,-64.35,28.799999999999997,45.738
60.5,52.5,0,-70.2,29.25,43.802
60.5,53.0,0,-76.64999999999999,29.4,42.108
60.5,53.5,0,-83.1,29.4,40.656
60.5,54.0,0,-90.0,28.5,38.72
60.5,54.5,0,-97.05,27.75,37.51
60.5,55.0,0,-103.64999999999999,25.65,36.058
60.5,55.5,0,-110.55,23.7,34.364
60.5,56.0,0,-117.3,20.55,33.879999999999995
60.5,56.5,0,-123.3,16.8,32.912
60.5,57.0,0,-129.29999999999998,12.9,31.701999999999998
60.5,57.5,0,-134.7,8.1,30.491999999999997
60.5,58.0,0,-139.2,2.6999999999999997,30.008
60.5,58.5,0,-142.65,-2.85,29.04
60.5,59.0,0,-144.9,-8.7,29.04
60.5,59.5,0,-146.54999999999998,-15.299999999999999,28.798
60.5,60.0,0,-147.0,-21.599999999999998,27.588
60.5,60.5,0,-146.1,-28.65,27.83
60.5,61.0,0,-144.45,-34.8,27.588
60.5,61.5,0,-141.9,-40.65,28.314
60.5,62.0,0,-137.85,-46.65,28.555999999999997
60.5,62.5,0,-133.2,-52.199999999999996,28.072
60.5,63.0,0,-127.5,-57.0,29.282
60.5,63.5,0,-121.35,-61.199999999999996,30.008
60.5,64.0,0,-114.45,-65.1,30.733999999999998
60.5,64.5,0,-107.1,-68.1,30.976
60.5,65.0,0,-99.45,-70.5,31.944
60.5,65.5,0,-91.95,-72.6,32.67
60.5,66.0,0,-84.6,-73.8,33.638
60.5,66.5,0,-76.05,-74.25,34.848
60.5,67.0,0,-68.55,-75.0,36.058
60.5,67.5,0,-61.199999999999996,-74.55,37.751999999999995
60.5,68.0,0,-54.3,-74.1,39.204
60.5,68.5,0,-47.25,-73.35,40.414
60.5,69.0,0,-40.65,-72.3,42.592
60.5,69.5,0,-34.65,-70.95,44.286
60.5,70.0,0,-28.799999999999997,-69.45,47.19
60.5,70.5,0,-23.25,-68.1,48.641999999999996
60.5,71.0,0,-18.15,-66.75,51.062
60.5,71.5,0,-13.95,-65.39999999999999,53.239999999999995
60.5,72.0,0,-9.45,-63.449999999999996,55.66
60.5,72.5,0,-5.55,-62.099999999999994,57.354
60.5,73.0,0,-1.5,-60.449999999999996,60.257999999999996
60.5,73.5,0,1.65,-59.25,62.193999999999996
60.5,74.0,0,4.8,-57.75,64.372
60.5,74.5,0,7.6499999999999995,-56.55,66.55
60.5,75.0,0,10.2,-55.199999999999996,68.002
60.5,75.5,0,12.9,-53.85,69.454
60.5,76.0,0,14.85,-52.8,71.39
60.5,76.5,0,17.099999999999998,-51.3,73.084
60.5,77.0,0,19.349999999999998,-49.949999999999996,74.536
60.5,77.5,0,21.3,-49.5,75.50399999999999
60.5,78.0,0,22.8,-47.85,77.198
60.5,78.5,0,24.45,-47.4,77.92399999999999
60.5,79.0,0,26.099999999999998,-46.199999999999996,79.134
60.5,79.5,0,27.3,-45.6,79.618
60.5,80.0,0,28.799999999999997,-44.85,80.828
60.5,80.5,0,30.0,-43.8,81.554
60.5,81.0,0,31.799999999999997,-43.5,82.764
60.5,81.5,0,32.25,-42.449999999999996,83.006
60.5,82.0,0,33.15,-42.0,83.732
60.5,82.5,0,34.199999999999996,-41.85,84.216
60.5,83.0,0,35.4,-40.8,84.942
60.5,83.5,0,36.0,-40.5,85.66799999999999
60.5,84.0,0,36.75,-39.75,85.66799999999999
60.5,84.5,0,37.65,-39.3,85.91
60.5,85.0,0,38.4,-39.15,85.426
60.5,85.5,0,39.15,-38.85,86.152
60.5,86.0,0,40.05,-37.949999999999996,86.39399999999999
60.5,86.5,0,40.5,-37.949999999999996,86.39399999999999
61.0,37.0,0,-9.45,-2.1,89.782
61.0,37.5,0,-9.45,-1.65,89.298
61.0,38.0,0,-9.6,-0.8999999999999999,89.056
61.0,38.5,0,-9.6,0.15,88.572
61.0,39.0,0,-10.049999999999999,0.8999999999999999,88.33
61.0,39.5,0,-10.5,2.1,87.12
61.0,40.0,0,-10.35,2.25,85.91
61.0,40.5,0,-11.1,3.5999999999999996,85.184
61.0,41.0,0,-11.549999999999999,4.6499999999999995,84.458
61.0,41.5,0,-11.85,5.3999999999999995,83.24799999999999
61.0,42.0,0,-12.45,6.6,81.79599999999999
61.0,42.5,0,-13.5,7.35,80.586
61.0,43.0,0,-14.399999999999999,8.85,79.86
61.0,43.5,0,-15.299999999999999,10.2,77.92399999999999
61.0,44.0,0,-16.349999999999998,11.4,76.956
61.0,44.5,0,-17.849999999999998,12.75,76.23
61.0,45.0,0,-19.349999999999998,13.95,73.568
61.0,45.5,0,-20.7,15.45,71.632
61.0,46.0,0,-22.5,16.95,69.696
61.0,46.5,0,-24.75,18.3,67.276
61.0,47.0,0,-27.3,19.8,65.824
61.0,47.5,0,-29.549999999999997,21.599999999999998,63.162
61.0,48.0,0,-32.699999999999996,22.8,60.5
61.0,48.5,0,-35.85,25.05,58.806
61.0,49.0,0,-39.75,26.25,56.144
61.0,49.5,0,-43.5,28.2,53.966
61.0,50.0,0,-48.0,29.4,51.304
61.0,50.5,0,-53.25,31.349999999999998,48.641999999999996
61.0,51.0,0,-58.5,32.4,46.705999999999996
61.0,51.5,0,-64.8,33.6,43.802
61.0,52.0,0,-71.25,34.65,41.623999999999995
61.0,52.5,0,-77.7,35.699999999999996,40.414
61.0,53.0,0,-84.89999999999999,35.55,38.236
61.0,53.5,0,-92.85,35.699999999999996,36.058
61.0,54.0,0,-100.95,35.1,35.574
61.0,54.5,0,-109.05,34.5,33.396
61.0,55.0,0,-117.14999999999999,32.55,32.186
61.0,55.5,0,-124.94999999999999,30.15,31.701999999999998
61.0,56.0,0,-133.65,27.15,29.766
61.0,56.5,0,-141.15,23.25,29.282
61.0,57.0,0,-147.6,18.3,28.555999999999997
61.0,57.5,0,-154.2,13.049999999999999,26.619999999999997
61.0,58.0,0,-159.75,7.05,26.378
61.0,58.5,0,-163.95,0.75,25.41
61.0,59.0,0,-167.4,-6.3,25.41
61.0,59.5,0,-169.35,-13.95,25.894
61.0,60.0,0,-170.25,-21.599999999999998,24.683999999999997
61.0,60.5,0,-169.35,-29.099999999999998,24.926
61.0,61.0,0,-167.85,-36.75,24.2
61.0,61.5,0,-164.25,-44.1,24.683999999999997
61.0,62.0,0,-159.75,-51.0,24.2
61.0,62.5,0,-154.2,-57.3,23.958
61.0,63.0,0,-147.75,-63.3,24.442
61.0,63.5,0,-140.1,-68.25,24.926
61.0,64.0,0,-132.15,-72.45,25.652
61.0,64.5,0,-123.3,-75.75,27.346
61.0,65.0,0,-114.14999999999999,-78.14999999999999,27.346
61.0,65.5,0,-105.0,-80.1,28.072
61.0,66.0,0,-96.3,-81.3,29.524
61.0,66.5,0,-86.85,-81.89999999999999,30.25
61.0,67.0,0,-78.45,-82.05,31.944
61.0,67.5,0,-69.89999999999999,-81.3,32.912
61.0,68.0,0,-61.65,-80.55,34.364
61.0,68.5,0,-54.15,-79.64999999999999,37.268
61.0,69.0,0,-46.5,-78.3,38.478
61.0,69.5,0,-39.75,-76.5,40.897999999999996
61.0,70.0,0,-33.0,-74.55,42.592
61.0,70.5,0,-27.45,-72.89999999999999,45.012
61.0,71.0,0,-21.75,-70.8,47.432
61.0,71.5,0,-16.65,-69.3,49.852
61.0,72.0,0,-12.15,-67.2,52.272
61.0,72.5,0,-7.5,-65.39999999999999,55.176
61.0,73.0,0,-3.75,-63.75,56.385999999999996
61.0,73.5,0,0.15,-61.949999999999996,59.048
61.0,74.0,0,3.4499999999999997,-60.3,61.226
61.0,74.5,0,6.6,-58.65,63.403999999999996
61.0,75.0,0,9.45,-57.3,65.824
61.0,75.5,0,11.85,-55.65,67.518
61.0,76.0,0,13.799999999999999,-54.75,69.696
61.0,76.5,0,16.95,-52.949999999999996,70.90599999999999
61.0,77.0,0,18.599999999999998,-51.9,72.6
61.0,77.5,0,20.25,-51.0,74.05199999999999
61.0,78.0,0,22.349999999999998,-49.35,75.988
61.0,78.5,0,24.15,-48.449999999999996,75.988
61.0,79.0,0,25.349999999999998,-47.4,77.682
61.0,79.5,0,27.3,-46.199999999999996,79.134
61.0,80.0,0,28.349999999999998,-45.9,80.102
61.0,80.5,0,29.7,-44.85,80.344
61.0,81.0,0,30.75,-44.25,80.828
61.0,81.5,0,31.95,-43.5,81.79599999999999
61.0,82.0,0,32.699999999999996,-42.6,82.764
61.0,82.5,0,34.199999999999996,-41.699999999999996,83.006
61.0,83.0,0,34.65,-41.55,83.732
61.0,83.5,0,36.15,-40.949999999999996,84.942
61.0,84.0,0,36.6,-40.35,84.942
61.0,84.5,0,37.65,-40.35,85.184
61.0,85.0,0,38.4,-39.6,85.184
61.0,85.5,0,39.0,-39.15,85.66799999999999
61.0,86.0,0,39.6,-38.699999999999996,84.942
61.0,86.5,0,40.5,-38.1,85.91
61.5,37.0,0,-9.9,-2.1,89.782
61.5,37.5,0,-9.9,-1.2,88.814
61.5,38.0,0,-10.049999999999999,-0.44999999999999996,89.298
61.5,38.5,0,-10.2,0.6,87.846
61.5,39.0,0,-10.049999999999999,1.3499999999999999,86.636
61.5,39.5,0,-10.95,2.1,86.152
61.5,40.0,0,-10.799999999999999,3.4499999999999997,84.942
61.5,40.5,0,-10.95,4.2,84.216
61.5,41.0,0,-11.85,5.3999999999999995,83.974
61.5,41.5,0,-12.45,6.1499999999999995,82.764
61.5,42.0,0,-13.2,7.8,81.312
61.5,42.5,0,-13.799999999999999,8.4,79.376
61.5,43.0,0,-14.7,9.9,79.134
61.5,43.5,0,-15.899999999999999,11.1,76.714
61.5,44.0,0,-16.95,12.75,75.50399999999999
61.5,44.5,0,-18.75,14.399999999999999,73.326
61.5,45.0,0,-19.65,15.45,71.632
61.5,45.5,0,-21.599999999999998,16.8,69.938
61.5,46.0,0,-23.7,18.9,68.244
61.5,46.5,0,-25.95,20.849999999999998,65.582
61.5,47.0,0,-28.95,22.65,63.162
61.5,47.5,0,-31.5,24.599999999999998,61.467999999999996
61.5,48.0,0,-34.8,26.099999999999998,58.564
61.5,48.5,0,-38.4,28.65,55.66
61.5,49.0,0,-42.449999999999996,30.599999999999998,53.482
61.5,49.5,0,-46.949999999999996,32.4,51.062
61.5,50.0,0,-51.9,34.5,48.4
61.5,50.5,0,-57.599999999999994,36.15,44.769999999999996
61.5,51.0,0,-63.449999999999996,37.8,42.592
61.5,51.5,0,-70.64999999999999,39.6,40.414
61.5,52.0,0,-77.85,40.949999999999996,38.236
61.5,52.5,0,-86.1,42.3,36.3
61.5,53.0,0,-94.35,43.199999999999996,33.879999999999995
61.5,53.5,0,-103.05,43.5,32.186
61.5,54.0,0,-112.2,43.5,30.976
61.5,54.5,0,-122.39999999999999,42.15,29.766
61.5,55.0,0,-131.54999999999998,40.65,28.072
61.5,55.5,0,-141.15,38.25,27.104
61.5,56.0,0,-150.9,34.8,26.136
61.5,56.5,0,-160.2,30.45,26.378
61.5,57.0,0,-169.2,25.05,24.926
61.5,57.5,0,-176.7,19.2,24.2
61.5,58.0,0,-183.29999999999998,12.0,22.99
61.5,58.5,0,-188.85,4.5,22.264
61.5,59.0,0,-193.04999999999998,-4.2,22.506
61.5,59.5,0,-195.6,-12.45,22.022
61.5,60.0,0,-196.79999999999998,-21.9,21.538
61.5,60.5,0,-196.35,-30.75,21.538
61.5,61.0,0,-193.2,-40.05,21.054
61.5,61.5,0,-189.6,-48.449999999999996,21.054
61.5,62.0,0,-184.04999999999998,-56.4,21.296
61.5,62.5,0,-177.6,-63.449999999999996,20.811999999999998
61.5,63.0,0,-169.95,-70.2,21.296
61.5,63.5,0,-160.79999999999998,-76.2,21.296
61.5,64.0,0,-151.35,-81.0,21.538
61.5,64.5,0,-141.15,-84.3,21.78
61.5,65.0,0,-130.79999999999998,-87.6,22.99
61.5,65.5,0,-120.3,-88.95,23.474
61.5,66.0,0,-109.35,-90.45,24.442
61.5,66.5,0,-99.14999999999999,-90.45,24.926
61.5,67.0,0,-88.64999999999999,-90.45,27.346
61.5,67.5,0,-79.2,-89.25,28.555999999999997
61.5,68.0,0,-69.6,-88.2,30.25
61.5,68.5,0,-61.05,-86.7,31.944
61.5,69.0,0,-52.199999999999996,-84.6,33.396
61.5,69.5,0,-44.699999999999996,-82.5,36.542
61.5,70.0,0,-37.949999999999996,-80.25,38.236
61.5,70.5,0,-31.049999999999997,-78.14999999999999,40.897999999999996
61.5,71.0,0,-25.349999999999998,-76.05,42.833999999999996
61.5,71.5,0,-19.2,-73.95,45.98
61.5,72.0,0,-14.25,-71.85,48.4
61.5,72.5,0,-9.75,-69.3,51.062
61.5,73.0,0,-5.1,-67.2,53.482
61.5,73.5,0,-1.5,-64.95,56.87
61.5,74.0,0,2.1,-63.3,59.29
61.5,74.5,0,5.3999999999999995,-61.65,60.742
61.5,75.0,0,8.7,-59.55,63.162
61.5,75.5,0,11.1,-57.9,65.098
61.5,76.0,0,13.799999999999999,-56.55,67.518
61.5,76.5,0,15.75,-55.05,68.97
61.5,77.0,0,18.45,-53.699999999999996,70.90599999999999
61.5,77.5,0,20.099999999999998,-52.199999999999996,72.116
61.5,78.0,0,22.2,-51.3,73.568
61.5,78.5,0,23.849999999999998,-49.949999999999996,74.536
61.5,79.0,0,25.05,-48.9,76.472
61.5,79.5,0,26.849999999999998,-47.699999999999996,77.44
61.5,80.0,0,28.2,-47.1,78.408
61.5,80.5,0,29.7,-46.199999999999996,79.86
61.5,81.0,0,30.75,-45.15,80.344
61.5,81.5,0,31.799999999999997,-44.55,81.07
61.5,82.0,0,32.85,-43.65,81.312
61.5,82.5,0,34.05,-42.9,82.038
61.5,83.0,0,34.949999999999996,-42.6,82.52199999999999
61.5,83.5,0,35.699999999999996,-41.85,83.49
61.5,84.0,0,36.449999999999996,-41.25,83.24799999999999
61.5,84.5,0,37.65,-40.65,83.24799999999999
61.5,85.0,0,38.4,-40.199999999999996,83.974
61.5,85.5,0,39.0,-40.05,84.216
61.5,86.0,0,39.449999999999996,-39.15,84.942
61.5,86.5,0,40.199999999999996,-39.0,85.184
62.0,37.0,0,-9.75,-1.3499999999999999,88.814
62.0,37.5,0,-9.6,-0.75,88.814
62.0,38.0,0,-9.75,0.3,88.33
62.0,38.5,0,-10.2,0.8999999999999999,87.846
62.0,39.0,0,-10.2,1.65,86.878
62.0,39.5,0,-10.799999999999999,2.85,85.66799999999999
62.0,40.0,0,-10.799999999999999,3.75,85.184
62.0,40.5,0,-11.4,4.6499999999999995,83.732
62.0,41.0,0,-11.85,5.85,82.764
62.0,41.5,0,-12.6,6.8999999999999995,81.554
62.0,42.0,0,-13.2,8.4,80.102
62.0,42.5,0,-14.1,9.6,79.134
62.0,43.0,0,-15.149999999999999,10.799999999999999,77.198
62.0,43.5,0,-16.2,12.75,75.746
62.0,44.0,0,-17.55,14.1,73.568
62.0,44.5,0,-19.2,16.05,72.116
